trans_date;trans_time.2;cc_num;merchant;category;amt;first name;surname;gender;street;city;state;zip;city_pop;job;dob;trans_num;unix_time;merch_lat;merch_long;is_fraud
2019/04/08;00:00:19;4410582919485061752;fraud_Schumm, Bauch and Ondricka;grocery_pos;88.81;David;Cole;M;7955 Allen Orchard Apt. 336;Springfield;GA;31329;9034;Therapist, occupational;1969-03-02;7c373a554b2e8c99020adee8b2994792;1333843219;32.070502000000005;-82.11478000000001;0
2019/04/09;00:01:10;3521417320836166;fraud_Harris, Gusikowski and Heaney;grocery_net;69.71;Angela;Hodges;F;08236 Kim Hill;Indianapolis;IN;46254;910148;Firefighter;1975-11-30;d0aede7807822a3f89ed5ce38f39c549;1333929670;40.602368;-86.172803;0
2019/04/10;00:00:01;3560797065840735;fraud_Bailey-Morar;grocery_pos;104.15;Janet;Turner;F;0925 Lang Extensions;Shields;ND;58569;77;Film/video editor;1989-12-17;7ef65b8fd4c09de3fef1c24b779bcac7;1334016001;45.712195;-101.504171;0
2019/04/11;00:00:22;4839615922685395;fraud_Goyette Inc;shopping_net;2.46;Phillip;Robertson;M;85344 Smith Gateway Apt. 280;Harrodsburg;IN;47434;76;Social researcher;1955-05-06;8e9011c28062e2bd250092e0d8b50c76;1334102422;39.553182;-86.94363299999999;0
2019/04/12;00:00:15;180049032966888;fraud_Wintheiser, Dietrich and Schimmel;misc_pos;37.87;Michael;Flores;M;70761 Fitzpatrick Brooks Suite 631;Saxon;WI;54559;795;Television/film/video producer;1986-04-15;6d0c573818948c79abe30b2cd883d3f9;1334188815;45.583065000000005;-90.987736;0
2019/04/13;00:00:01;3542162746848552;fraud_Rodriguez, Yost and Jenkins;misc_net;9.07;Bradley;Anderson;M;3896 Gilmore Mill;Emmons;MN;56029;744;Communications engineer;1968-01-28;2568aef933efb966b8eed3f72e32eadc;1334275201;43.995647999999996;-92.566022;0
2019/04/14;00:00:01;4988304376504;fraud_Dooley-Thompson;misc_net;11.46;William;Thompson;M;977 Rita Grove Apt. 000;Rock Tavern;NY;12575;2258;Building surveyor;1937-03-17;afb25081e7969ae5146c063074683044;1334361601;41.078244;-74.485435;0
2019/04/15;00:00:01;213120463918358;fraud_Rau and Sons;grocery_pos;110.01;Willie;Jordan;M;529 West Key;Spearsville;LA;71277;1758;Psychologist, forensic;1957-08-08;16d4394d997d4bee494a3a70a87bbb2a;1334448001;32.670448;-92.93389499999999;0
2019/04/16;00:08:35;4006047418382;fraud_Dibbert and Sons;entertainment;1.29;Robert;Sanchez;M;7314 Johnson Square Apt. 296;Parkers Lake;KY;42634;1565;Designer, industrial/product;1968-07-24;325c813e3f1854144f5e648b70688add;1334534915;36.259307;-84.525648;0
2019/04/17;00:02:53;3560318482131952;fraud_Ortiz Group;grocery_net;41.26;William;Skinner;M;524 Wu Spurs Suite 894;Mount Hope;AL;35651;1312;Librarian, academic;1955-02-01;84ef9fad2d4c625fb92736e71e30f1d9;1334620973;34.170401;-88.313357;0
2019/04/18;00:00:05;4792627764422477317;fraud_Bednar Group;misc_net;258.85;Margaret;Mendez;F;7952 Karen Pike;De Soto;KS;66018;5760;Chief Executive Officer;1978-10-01;a1152e89a8e70a50b5ba14eb77b3e309;1334707205;37.950728999999995;-95.050013;0
2019/04/19;00:02:39;4129767952109660;fraud_Kerluke Inc;misc_net;23.36;Cheryl;Ballard;F;248 James Squares Apt. 838;Halstad;MN;56548;771;Scientist, audiological;1972-06-14;1d8bc3fd1aed79ed15cd940e7223f14d;1334793759;46.634444;-96.25869;0
2019/04/20;00:00:13;343464013864032;fraud_Connelly, Reichert and Fritsch;gas_transport;77.87;Jodi;Foster;F;551 Zachary Freeway;Bailey;NC;27807;6629;Call centre manager;1962-08-13;1a1aaa3be71b0214f36f644cd6674866;1334880013;35.061876;-78.595874;0
2019/04/21;00:00:49;30560609640617;fraud_Sporer Inc;gas_transport;42.44;Michael;Olson;M;558 Michael Estates;Luray;MO;63453;519;Town planner;1966-02-13;c3be3a3ae4c9299dd9425cdcf0a96ef6;1334966449;40.808983000000005;-92.657249;0
2019/04/22;00:00:17;4424338559877976;fraud_Barrows PLC;shopping_pos;98.98;Denise;Barnett;F;23220 Eaton Harbors;Kirby;OH;43330;118;Private music teacher;1957-11-12;315d62462c32a3d22d25d63045922ae9;1335052817;40.0911;-83.657327;0
2019/04/23;00:00:07;639077309909;fraud_Keeling-Crist;misc_pos;6.18;Justin;Carter;M;853 Miller Bypass Suite 802;Broomfield;CO;80021;92337;Engineer, electronics;1967-10-18;d893a7ad81a3015bff9dee181c3ab37a;1335139207;38.973240000000004;-104.854;0
2019/04/24;00:01:39;5559857416065248;fraud_Kling Inc;gas_transport;78.22;Jack;Hill;M;5916 Susan Bridge Apt. 939;Grenada;CA;96038;589;Systems analyst;1945-12-21;1f81bb80f203178725be2ec31ba26e1a;1335225699;41.604003000000006;-123.516517;0
2019/04/25;00:03:05;4294930380592;fraud_Gleason-Macejkovic;shopping_net;9.6;Misty;Rivera;F;1980 Vasquez Manors Apt. 574;Catawba;VA;24070;1363;Equality and diversity officer;1940-08-23;77c790a3163ba817e48e4d376ab4b17e;1335312185;36.569469;-79.453177;0
2019/04/26;00:01:21;4169388510116;fraud_Wilkinson Ltd;entertainment;5.24;Marcia;Molina;F;6744 Jimmy Extensions;Port Gibson;NY;14537;207;Database administrator;1962-09-27;b9bde63e5dc29da3714c79e3d5f86dca;1335398481;42.620178;-76.944833;0
2019/04/27;00:00:50;38530489946071;fraud_Morar Inc;grocery_net;81.88;Laura;Johns;F;95835 Garcia Rue;Arcadia;SC;29320;530;Animal technologist;1989-05-14;97a0f81439566751adda2806a283150b;1335484850;35.513467;-81.040856;0
2019/04/28;00:00:53;4990494243023;fraud_Kovacek, Dibbert and Ondricka;grocery_pos;154.48;Martin;Ford;M;56812 Francis Courts;Corriganville;MD;21524;626;Energy engineer;1960-12-13;10549fd16c262dcb4c008e39507a7c01;1335571253;39.134494000000004;-79.014669;0
2019/04/29;00:00:10;6595970453799027;fraud_Lemke-Gutmann;shopping_net;109.23;Gina;Gomez;F;72030 Shelton Crossing Apt. 742;Stirling;NJ;7980;2307;Science writer;1969-09-11;056805f0775f1bcc1a74e7861ad343b1;1335657610;41.125002;-73.74395799999999;0
2019/04/30;00:01:05;213161869125933;fraud_Huel-Langworth;misc_net;8.41;Monica;Lane;F;3270 Scott Islands;East Andover;ME;4226;190;Animal nutritionist;1970-04-17;49aa82d3251511cb918015bf5572617a;1335744065;44.373831;-70.534141;0
2019/05/01;00:00:01;180094419304907;fraud_Mosciski, Gislason and Mertz;grocery_pos;181.17;Sharon;Smith;F;17666 David Valleys;Sun City;CA;92585;54287;Designer, exhibition/display;1972-09-22;443cbb2429029854090661d50bbbc065;1335830401;33.339705;-116.67700500000001;0
2019/05/02;00:00:03;180084576295055;fraud_Auer-Mosciski;grocery_pos;123.44;David;Kirby;M;133 Alyssa Plains;Lolita;TX;77971;911;Archaeologist;1970-01-18;8ad757e967d98422c5bd3bb40015fd42;1335916803;28.87592;-95.825799;0
2019/05/03;00:00:10;4890424426862856940;fraud_Lockman Ltd;grocery_pos;24.26;Jeremy;Whitney;M;0371 Aimee Neck Suite 856;Sacramento;CA;95827;757530;Magazine features editor;1979-04-30;ac28c8537df3f261598d1c5bb75a961c;1336003210;38.071267999999996;-121.72886899999999;0
2019/05/04;00:00:05;30344654314976;fraud_Schaefer, Maggio and Daugherty;gas_transport;50.02;Christine;Johnson;F;8011 Chapman Tunnel Apt. 568;Blairsden-Graeagle;CA;96103;1725;Chartered legal executive (England and Wales);1967-05-27;9d3d2926df95bfc6f948d50be1ead2f6;1336089605;39.754821;-120.755776;0
2019/05/05;00:00:00;3502377050801561;fraud_Cruickshank-Mills;entertainment;1.31;Kathleen;Martin;F;659 Nicole Cove Suite 560;New Waverly;TX;77358;4993;Scientist, biomedical;1948-11-30;420708229f79d936466a3f3bc96d9598;1336176000;30.580606;-94.490575;0
2019/05/06;00:00:01;4334230547694630;fraud_Greenholt, O'Hara and Balistreri;shopping_net;4.88;Scott;Martin;M;7483 Navarro Flats;Freedom;WY;83120;471;Education officer, museum;1967-08-02;280d8d82c29df718f000d93e2730f5f9;1336262401;42.417032;-111.061829;0
2019/05/07;00:06:51;4449530933957323;fraud_Schuppe LLC;entertainment;47.17;Felicia;Mckee;F;84079 Thomas Burgs;Tomales;CA;94971;337;Occupational psychologist;1954-07-05;ed5795246b026a35a14b6d9d7b8b0e9c;1336349211;39.124041999999996;-122.3777;0
2019/05/08;00:00:04;6538891242532018;fraud_Schmeler Inc;misc_pos;35.04;Jodi;Rodriguez;F;5796 Lee Coves Apt. 286;Walnut Ridge;AR;72476;7155;Engineer, control and instrumentation;1977-03-23;557a5422c9e601f4492e3ad3db8e5d9d;1336435204;36.363358000000005;-91.001752;0
2019/05/09;00:00:08;346273234529002;fraud_Ledner-Pfannerstill;gas_transport;70.28;Donna;Moreno;F;32301 Albert River Suite 364;Ronceverte;WV;24970;4575;Statistician;1991-10-22;24bebc10ee2d181f0f8017845039addf;1336521608;38.420953999999995;-80.63979499999999;0
2019/05/10;00:00:51;3549202406645667;fraud_Pacocha-Bauch;shopping_pos;6.88;Larry;Williams;M;6274 David Oval Suite 725;Scarborough;ME;4074;18760;Make;1933-04-02;17ba6a3f1d8513d9f5bf83f64134a6d2;1336608051;44.147124;-71.223489;0
2019/05/11;00:00:38;3536818734263520;fraud_Doyle Ltd;grocery_pos;54.19;Gerald;Frank;M;95793 Andrea Ville Suite 533;Des Moines;IA;50314;222785;Interior and spatial designer;1981-08-10;f5c1a30e2a73fd1418d6ce7ebfe5e739;1336694438;41.37895;-93.99725500000001;0
2019/05/12;00:00:05;36722699017270;fraud_Stracke-Lemke;grocery_pos;197.08;Jessica;Perez;F;8172 Robertson Parkways Suite 072;Superior;AZ;85173;2872;Petroleum engineer;1987-10-28;30f447a7d97f99abd4961066c22c8dae;1336780805;32.312809;-111.267872;0
2019/05/13;00:00:00;30263540414123;fraud_Stiedemann Inc;misc_pos;2.49;Erik;Patterson;M;162 Jessica Row Apt. 072;Hatch;UT;84735;258;Geoscientist;1961-11-24;88d92651cdfccf5a2f25af6065a723f6;1336867200;38.191031;-112.940547;0
2019/05/14;00:00:46;630424987505;fraud_Marks Inc;gas_transport;58.05;Jennifer;Black;F;2870 Bean Terrace Apt. 756;Thomas;WV;26292;836;Forensic psychologist;1981-08-29;f41b5bc72301c7440303f33e02273470;1336953646;39.027845;-78.530865;0
2019/05/15;00:03:22;3519607465576254;fraud_Schuppe, Nolan and Hoeger;shopping_pos;9.58;Audrey;Gonzalez;F;34180 Lopez Plaza;Fields Landing;CA;95537;276;Scientist, audiological;1929-05-06;c46fc49031aa5f23541621e700e742fc;1337040202;40.836997;-123.25796100000001;0
2019/05/16;00:03:24;571465035400;fraud_O'Keefe-Hudson;grocery_pos;96.33;Louis;Fisher;M;45654 Hess Rest;Fort Washakie;WY;82514;1645;Freight forwarder;1976-02-26;6643e61eef4d158e4386520d97bb7b31;1337126604;42.10419;-108.320517;0
2019/05/17;00:01:32;30026790933302;fraud_Kovacek, Dibbert and Ondricka;grocery_pos;106.06;John;Peters;M;555 Michael Burgs;Mayersville;MS;39113;595;Technical brewer;1979-09-03;7377e0a37349301c8a6e5d4b96ce1969;1337212892;33.426175;-90.984206;0
2019/05/18;00:00:43;373905417449658;fraud_Kiehn-Emmerich;grocery_pos;215.9;Sarah;Bishop;F;554 Mcdonald Valley Apt. 539;Meridian;TX;76665;2526;Phytotherapist;1970-11-12;6b79f289984bde79a43924356edd60d0;1337299243;32.548925;-98.3007;0
2019/05/19;00:00:03;4294930380592;fraud_Volkman-Predovic;shopping_net;270.28;Misty;Rivera;F;1980 Vasquez Manors Apt. 574;Catawba;VA;24070;1363;Equality and diversity officer;1940-08-23;1a24786a4201ba2d33b1fe84a4a724e6;1337385603;38.22229;-79.171152;0
2019/05/20;00:00:16;571365235126;fraud_Cole PLC;grocery_pos;100.09;Barbara;Taylor;F;0069 Robin Brooks Apt. 695;Elberta;MI;49628;372;Exhibitions officer, museum/gallery;1995-07-12;80bc5575daaa5ce70eac5c1575c76b15;1337472016;45.152082;-85.26310500000001;0
2019/05/21;00:00:30;3566094707272327;fraud_Murray-Smitham;grocery_pos;195.61;Kristina;Stewart;F;47029 Jimmy Tunnel Apt. 106;Newhall;CA;91321;34882;Health physicist;1971-04-25;c8e655f6ff387e2b1e077e61027323fe;1337558430;33.459332;-119.15695600000001;0
2019/05/22;00:00:14;378904938837132;fraud_Smitham-Schiller;grocery_net;44.9;Tina;Zimmerman;F;3595 Susan Island Suite 063;Thomas;OK;73669;1675;Barrister;1986-05-01;85ae4e7abacb263233a549bb0b581337;1337644814;35.824861999999996;-98.599467;0
2019/05/23;00:02:30;4128027264554082;fraud_Quitzon, Green and Bashirian;shopping_pos;4.22;Kyle;Park;M;7507 Larry Passage Suite 859;Mount Perry;OH;43760;1831;Barrister's clerk;1953-10-18;b2856d944e40265171e78b67ce171909;1337731350;40.246371999999994;-82.268079;0
2019/05/24;00:02:05;4958589671582726883;fraud_Larson-Moen;entertainment;1.47;Aaron;Pena;M;793 Hooper Tunnel Suite 154;Burke;VA;22015;43102;Health visitor;1950-11-27;6a990f0e85561fbd97dbef5e0542116b;1337817725;38.02353;-77.03948100000001;0
2019/05/25;00:00:31;3560246577314524;fraud_Kemmer-Buckridge;misc_pos;18.91;Sarah;Scott;F;03090 Fisher Forges Apt. 200;Wichita;KS;67216;409656;Textile designer;1930-10-21;515492db1105eaa875aff733ce11771c;1337904031;38.388346000000006;-97.994537;0
2019/05/26;00:00:53;38199021865320;fraud_Kihn Inc;shopping_pos;128.84;Jesse;Roberts;M;8415 Vaughn Squares Apt. 788;Acworth;NH;3601;477;Naval architect;1988-04-15;381c5ccfc740bf0014a65fa9895977eb;1337990453;42.337406;-72.681797;0
2019/05/27;00:00:18;3535808924394848;fraud_Parisian, Schiller and Altenwerth;misc_net;72.34;Matthew;Myers;M;4936 Michelle Points;Tower Hill;IL;62571;1532;Radio broadcast assistant;1980-01-09;e7961ff6a30f337351e9687cd1ea2421;1338076818;39.735193;-89.285785;0
2019/05/28;00:01:28;4265776278887457;fraud_Klocko LLC;misc_net;6.75;Christine;Best;F;68248 Deanna Land;Enola;AR;72047;969;Physicist, medical;1954-01-05;fb792f09469a217a89f68159bc8c71e4;1338163288;35.217908;-91.347003;0
2019/05/29;00:00:08;4716561796955522;fraud_Bartoletti-Wunsch;gas_transport;52.27;Lauren;Anderson;F;11014 Chad Lake Apt. 573;Heart Butte;MT;59448;743;Water engineer;1972-05-04;7e6beec29d3f4d76921b682376865a64;1338249608;48.096773999999996;-112.790552;0
2019/05/30;00:01:53;3501365119557234;fraud_Goyette, Howell and Collier;shopping_pos;7.11;Danielle;Allen;F;87198 Macias Drive Suite 389;Loving;NM;88256;1925;Educational psychologist;1952-05-26;6768acfdd1834e3a0baf2dfab3242b7b;1338336113;32.857587;-104.389972;0
2019/05/31;00:00:02;6011679934075347;fraud_Vandervort-Funk;grocery_pos;84.89;Jennifer;Gonzalez;F;5517 Stacy Land;Jelm;WY;82063;100;Public librarian;1974-04-16;129ff14bf6c2a889213541dd97d0cd58;1338422402;41.096474;-105.176875;0
2019/06/01;00:00:24;4423489490781412;fraud_Schamberger-O'Keefe;grocery_pos;165.65;Christopher;Ortega;M;5045 Emily Wall;Princeton;IA;52768;1426;Agricultural consultant;1957-03-06;da057cedf82fceba33c4d0f70d5a15bf;1338508824;42.056777000000004;-91.349602;0
2019/06/02;00:00:02;2256234701263057;fraud_Bahringer, Schoen and Corkery;shopping_pos;3.7;Christopher;Grimes;M;39631 Dunn Radial;Grantham;NH;3753;2971;Charity fundraiser;1948-04-11;a57f3a734697674a0a6faf4ead362e7f;1338595202;44.34411;-73.066091;0
2019/06/03;00:00:31;2356276337669917;fraud_Goldner, Kovacek and Abbott;grocery_pos;67.07;Benjamin;Harris;M;0881 Lori Pines;Chester;MD;21619;5848;Paediatric nurse;1981-02-15;6e474a943ccd1e54aff49399650beaef;1338681631;38.395243;-76.239293;0
2019/06/04;00:00:13;676372984911;fraud_Marks Inc;gas_transport;63.86;Vicki;Mendoza;F;3645 Atkins Island Apt. 238;Esbon;KS;66941;242;Tourism officer;1987-07-18;5e832690b403b64197c26c633d6248cb;1338768013;40.281389000000004;-98.600955;0
2019/06/05;00:00:37;180064817343047;fraud_Schumm, Bauch and Ondricka;grocery_pos;126.17;Patricia;Gonzalez;F;8973 Mark Drive;Stephensport;KY;40170;344;Chartered public finance accountant;1967-03-30;e1da55df2f94405a04315ef4f5c7fcc2;1338854437;38.34553;-87.42648100000001;0
2019/06/06;00:01:06;2512312531485080;fraud_Mayert Group;shopping_pos;3.37;John;Mccormick;M;79414 Clark Lakes Suite 966;Warren;MI;48088;134056;Producer, radio;1956-10-08;40e9a189c9ffe5422646e19b5be037b9;1338940866;42.000713;-83.40628199999999;0
2019/06/07;00:00:11;3583793405872580;fraud_Luettgen PLC;gas_transport;74.87;Beth;Lambert;F;6447 Johnson Estates Apt. 986;Roosevelt;OK;73564;551;Amenity horticulturist;1970-09-27;fe79124e75776efaa0db1571017f79f3;1339027211;34.677293;-99.54767199999999;0
2019/06/08;00:00:26;180049032966888;fraud_Miller-Hauck;grocery_pos;113.23;Michael;Flores;M;70761 Fitzpatrick Brooks Suite 631;Saxon;WI;54559;795;Television/film/video producer;1986-04-15;f39a3c52d7bb53ff529ee4ef836645fe;1339113626;46.920437;-89.814513;0
2019/06/09;00:00:37;2512312531485080;fraud_Wolf Inc;grocery_pos;78.56;John;Mccormick;M;79414 Clark Lakes Suite 966;Warren;MI;48088;134056;Producer, radio;1956-10-08;a7db0bbdf8ed582898e345c01996773d;1339200037;42.661224;-83.70517;0
2019/06/10;00:02:30;3568736585751727;fraud_Mante Group;misc_net;87.29;Thomas;Cross;M;7566 Thompson Creek Apt. 827;Elkhart;IA;50073;1195;Trading standards officer;1974-03-13;db90b92495b55a6878409ea1511e424e;1339286550;42.727036;-93.047498;0
2019/06/11;00:00:04;30270432095985;fraud_Emard Inc;gas_transport;58.25;Lisa;Lin;F;908 Brooks Brook;Lomax;IL;61454;725;Environmental consultant;1972-11-28;01164c2f61d7e215ee38b7db0dd31071;1339372804;40.572115999999994;-90.34742299999999;0
2019/06/12;00:00:46;5501083170975659;fraud_Collier Inc;grocery_net;90.02;Wayne;Payne;M;587 Bradley Inlet Suite 281;Cuyahoga Falls;OH;44223;47772;Equities trader;1966-01-04;b45603b9e9153b0e503eba13b53bcd76;1339459246;40.313367;-82.351506;0
2019/06/13;00:01:29;4716561796955522;fraud_Raynor, Feest and Miller;gas_transport;60.65;Lauren;Anderson;F;11014 Chad Lake Apt. 573;Heart Butte;MT;59448;743;Water engineer;1972-05-04;dbbd853752bcd2cba35c80c9e248fdf4;1339545689;49.243477;-112.44286399999999;0
2019/06/14;00:00:08;342351256941125;fraud_Bernier, Volkman and Hoeger;misc_net;9.81;Rebecca;Obrien;F;5619 Mendoza Inlet;Juliette;GA;31046;3343;Theatre manager;1990-06-08;c8b57663e3c64ef996ab2fe1161df119;1339632008;32.176984000000004;-82.860665;0
2019/06/15;00:00:06;4379260813815979609;fraud_Lockman, West and Runte;grocery_pos;10.87;Thomas;Jenkins;M;93914 Gregory Via;Oakland;CA;94619;381459;Barista;1974-01-03;54388d516b406745b1e06a619729272d;1339718406;37.81865;-121.596833;0
2019/06/16;00:00:08;4344955088481397;fraud_Hackett-Lueilwitz;grocery_pos;97.38;Christopher;Rodgers;M;30587 Fox Shores Apt. 627;Fenelton;PA;16034;2054;Communications engineer;1976-09-29;5ab8b6e440178d25e53b41b5c7faea82;1339804808;40.336402;-80.709818;0
2019/06/17;00:00:02;377113842678100;fraud_Auer-Mosciski;grocery_pos;170.65;Billy;Gallagher;M;673 Delgado Burg;Greenwich;NJ;8323;804;Insurance risk surveyor;1965-03-25;965cda0c5deb436511ca09778405fefd;1339891202;38.690139;-75.669717;0
2019/06/18;00:01:55;3597337756918966;fraud_McKenzie-Huels;food_dining;45.42;Linda;Gonzalez;F;17667 Price Spur Apt. 366;Glen Rock;PA;17327;7565;Insurance claims handler;1952-03-08;75e7c1ec724758a9f224039e8cb0fac5;1339977715;39.502534999999995;-75.764809;0
2019/06/19;00:00:07;30153452207526;fraud_Kilback LLC;grocery_pos;93.67;Robin;Smith;F;0537 Margaret Common Suite 526;Coleman;TX;76834;5908;Radio producer;1962-04-05;cb34f94979e5bf578d6baa5d7e25a3cb;1340064007;32.410462;-100.330303;0
2019/06/20;00:01:48;577588686219;fraud_Cummings Group;grocery_net;75.84;James;Strickland;M;25454 Leonard Lake;Spring Church;PA;15686;972;Public relations account executive;1997-10-23;ba3e4ce8ee4b68ca4908d65d35673338;1340150508;41.348663;-79.551694;0
2019/06/21;00:00:00;4979422371139333;fraud_Jacobi and Sons;shopping_pos;2.65;Kelly;Zimmerman;F;1893 Katie Tunnel;Westerville;NE;68881;73;Product designer;1935-02-10;908ddca2745d3b1c6040892f85297df1;1340236800;42.162586;-98.906063;0
2019/06/22;00:00:48;30153452207526;fraud_Lehner, Mosciski and King;misc_net;1.08;Robin;Smith;F;0537 Margaret Common Suite 526;Coleman;TX;76834;5908;Radio producer;1962-04-05;b978fb2d842527779bee081aa82bae37;1340323248;31.773509999999998;-98.859503;0
2019/06/23;00:00:16;630471368021;fraud_Herzog Ltd;misc_pos;34.36;George;Floyd;M;22502 Baker Mount Suite 241;Hazel;KY;42049;1480;Designer, interior/spatial;1974-09-14;bf3ba4fcca1ea9a46f45c064322d93e2;1340409616;35.684175;-87.34528900000001;0
2019/06/24;00:00:25;2235335206132667;fraud_Greenholt, Jacobi and Gleason;gas_transport;33.12;Maria;Rosales;F;6611 Parrish Garden Apt. 428;Waynesfield;OH;45896;2089;Building control surveyor;1963-06-22;dafd498bf9ce0f56be30c080c4a8a77f;1340496025;40.906873;-83.878155;0
2019/06/25;00:01:19;4488258847705225890;fraud_Kris-Padberg;shopping_pos;2.22;Jessica;Shaw;F;5745 Blair Locks;West Columbia;SC;29170;52126;Chemical engineer;1929-08-23;89222c23250e19ef314a63306b5ae171;1340582479;33.553963;-81.370264;0
2019/06/26;00:00:05;6595970453799027;fraud_Koepp-Parker;grocery_pos;134.99;Gina;Gomez;F;72030 Shelton Crossing Apt. 742;Stirling;NJ;7980;2307;Science writer;1969-09-11;d054d5d5db10528f150c8ecf67ca8cf1;1340668805;40.357820000000004;-74.582332;0
2019/06/27;00:01:24;4980323467523543940;fraud_Rau and Sons;grocery_pos;159.66;Patrick;Massey;M;7812 Shane Shoals Apt. 607;North Haverhill;NH;3774;1966;Structural engineer;1947-10-27;9ee6dc82ea61955eadf26005279c8d93;1340755284;43.218225;-72.161951;0
2019/06/28;00:00:19;4890424426862856940;fraud_Ortiz Group;grocery_net;52.82;Jeremy;Whitney;M;0371 Aimee Neck Suite 856;Sacramento;CA;95827;757530;Magazine features editor;1979-04-30;3b9c25ba9787902fd8ea6e734f75cce6;1340841619;38.466169;-121.715749;0
2019/06/29;00:02:50;4364010865167176;fraud_Zieme, Bode and Dooley;gas_transport;37.07;Gary;Martinez;M;03512 Jackson Ports;Reno;NV;89512;276896;Immunologist;1997-03-12;c1bf39f3cbc7ae55a94baedc3df0313e;1340928170;39.722355;-120.027077;0
2019/06/30;00:00:05;2720894374956739;fraud_Schaefer, McGlynn and Bosco;gas_transport;70.05;Audrey;Hickman;F;3325 Gregory Square;Mount Clemens;MI;48043;16305;Psychologist, sport and exercise;1927-05-25;ecaf453fb201b20c4d005a216411fbd6;1341014405;42.925903000000005;-83.616813;0
2019/07/01;00:00:05;4914700582394237;fraud_Dibbert and Sons;entertainment;4.3;John;Williams;M;8929 Phillips Corners Suite 259;Harmony;PA;16037;4589;Bookseller;1956-05-01;9f20c229b5498e8b32ea6ce2c6538467;1341100805;40.693328;-80.382436;0
2019/07/02;00:00:18;3544606805704278;fraud_Olson, Becker and Koch;gas_transport;57.97;Carolyn;Thomas;F;755 Solis Isle Suite 075;New Memphis;IL;62266;254;Magazine journalist;1952-05-07;8c79a546912d99aa7ae414f336f7950f;1341187218;37.818111;-88.705821;0
2019/07/03;00:00:43;379897244598068;fraud_Larson-Moen;entertainment;7.29;Frank;Key;M;5537 Jessica Plaza;Pewee Valley;KY;40056;3263;Stage manager;1930-02-28;4a00d0c97dd540686040c7d64c52b262;1341273643;37.696126;-84.62009499999999;0
2019/07/04;00:00:02;2242542703101233;fraud_Tillman, Dickinson and Labadie;gas_transport;56.13;Samuel;Jenkins;M;43235 Mckenzie Views Apt. 837;Westport;KY;40077;564;Pensions consultant;1996-04-10;7e3d88c8a3c711078ab6d0915d2be555;1341360002;39.266017;-84.848156;0
2019/07/05;00:00:31;4958589671582726883;fraud_Kuhic Inc;grocery_pos;101.33;Aaron;Pena;M;793 Hooper Tunnel Suite 154;Burke;VA;22015;43102;Health visitor;1950-11-27;6afbac417b7793e604ec8c13e15b152d;1341446431;39.279773;-77.633872;0
2019/07/06;00:00:28;4400011257587661852;fraud_Koelpin and Sons;misc_net;925.33;Marissa;Powell;F;474 Allen Haven;North Loup;NE;68859;509;Nurse, children's;1980-09-15;cc62df02cd4abe3c923102bed201ab2b;1341532828;41.326357;-99.241128;0
2019/07/07;00:00:14;180094419304907;fraud_Christiansen-Gusikowski;misc_pos;162.09;Sharon;Smith;F;17666 David Valleys;Sun City;CA;92585;54287;Designer, exhibition/display;1972-09-22;6334a22ab3da903209163dee83c5dee3;1341619214;33.924509;-116.401192;0
2019/07/08;00:00:12;4904681492230012;fraud_Lebsack and Sons;misc_net;9.08;Lisa;Lowe;F;574 David Locks Suite 207;Cottekill;NY;12419;722;Comptroller;1990-10-19;1bec7cb37aa90ca24853340bee7a06ed;1341705612;41.586959;-73.37478399999999;0
2019/07/09;00:00:46;4862293128558;fraud_Zieme, Bode and Dooley;gas_transport;54.36;Elizabeth;Payne;F;897 Daugherty Mission;Grassflat;PA;16839;489;Pension scheme manager;1956-09-15;324899eb51ed63c609cb14405f36181e;1341792046;41.839292;-77.181236;0
2019/07/10;00:01:28;3501942333500073;fraud_Auer-Mosciski;grocery_pos;91.18;Lori;Bishop;F;08056 Alvarado Club Suite 699;Phoenix;AZ;85086;1312922;Counselling psychologist;1999-11-30;bd0868908ccd75beb111e03e0b287011;1341878488;33.136781;-112.090376;0
2019/07/11;00:00:22;38580485618059;fraud_Hayes, Marquardt and Dibbert;misc_net;130.98;Teresa;Clark;F;1323 Derek Mission;Noonan;ND;58765;248;Industrial/product designer;1968-05-13;9165cc9f690460d351734635a5961c1b;1341964822;49.663328;-103.327749;0
2019/07/12;00:00:34;580954173374;fraud_Denesik and Sons;shopping_pos;3.3;Jessica;Benitez;F;31281 Thomas Inlet;Montrose;NY;10548;3487;Race relations officer;1960-01-13;f5be658f29162fa97c07355b71fa0df5;1342051234;40.529;-74.165826;0
2019/07/13;00:00:01;5152054598359927;fraud_Corwin-Collins;gas_transport;64.45;Jim;Johnson;M;868 Brady Mill Apt. 837;Gretna;LA;70056;55581;Biomedical scientist;1972-09-12;dc9aafbf175f8883933b76b045310cf7;1342137601;29.852892999999998;-90.287865;0
2019/07/14;00:00:20;349612764943496;fraud_Spinka-Welch;grocery_net;53.9;Xavier;Beltran;M;61107 Edwards Dam Apt. 463;Big Creek;KY;40914;467;Psychologist, forensic;1984-06-04;38adc7e5d11a6c4a8fbc0164f85749ff;1342224020;36.638560999999996;-82.925352;0
2019/07/15;00:00:10;379897244598068;fraud_Simonis-Prohaska;misc_pos;7.18;Frank;Key;M;5537 Jessica Plaza;Pewee Valley;KY;40056;3263;Stage manager;1930-02-28;1ddc35e4d1bfe75cad4dfb26bd745809;1342310410;38.52771;-85.864047;0
